DateTime,Players
2025-05-30 00:00:00,5491.0
2025-05-31 00:00:00,6169.0
2025-06-01 00:00:00,6687.0
2025-06-02 00:00:00,5927.0
2025-06-03 00:00:00,5785.0
2025-06-04 00:00:00,5814.0
2025-06-05 00:00:00,6069.0
2025-06-06 00:00:00,7569.0
2025-06-07 00:00:00,9436.0
2025-06-08 00:00:00,11000.0
2025-06-09 00:00:00,10941.0
2025-06-10 00:00:00,11461.0
2025-06-11 00:00:00,11667.0
2025-06-12 00:00:00,12859.0
2025-06-13 00:00:00,179556.0
2025-06-14 00:00:00,148356.0
2025-06-15 00:00:00,152850.0
2025-06-16 00:00:00,134645.0
2025-06-17 00:00:00,123378.0
2025-06-18 00:00:00,118558.0
2025-06-19 00:00:00,122374.0
2025-06-20 00:00:00,113749.0
2025-06-21 00:00:00,118588.0
2025-06-22 00:00:00,123402.0
2025-06-23 00:00:00,108672.0
2025-06-24 00:00:00,105872.0
2025-06-25 00:00:00,101546.0
2025-06-26 00:00:00,98051.0
2025-06-27 00:00:00,97376.0
2025-06-28 00:00:00,100439.0
2025-06-29 00:00:00,103797.0
2025-06-30 00:00:00,92487.0
2025-07-01 00:00:00,86765.0
2025-07-02 00:00:00,83186.0
2025-07-03 00:00:00,82813.0
2025-07-04 00:00:00,84027.0
